num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,booking_timing,total_addons,flight_time_category,is_long_flight,lead_x_duration
2,Internet,round_trip,356,5,14,Sun,PENPER,Malaysia,1,0,1,5.62,1,early,2,afternoon,0,2000.72
4,Internet,round_trip,60,5,4,Sun,PENPER,Australia,1,1,0,5.62,0,early,2,midnight,0,337.2
2,Internet,round_trip,119,5,0,Wed,PENPER,Australia,0,0,1,5.62,0,early,1,midnight,0,668.78
1,Internet,round_trip,82,5,1,Mon,PENPER,Malaysia,1,1,1,5.62,1,early,3,midnight,0,460.84000000000003
2,Internet,round_trip,12,5,11,Wed,PENPER,Singapore,0,1,1,5.62,1,medium,2,morning,0,67.44
4,Internet,round_trip,14,5,8,Fri,PENPER,Malaysia,1,1,1,5.62,0,medium,3,morning,0,78.68
1,Mobile,round_trip,53,5,13,Mon,PENPER,Malaysia,1,1,1,5.62,0,early,3,afternoon,0,297.86
2,Internet,round_trip,39,5,4,Sun,PENPER,Australia,0,0,0,5.62,0,early,0,midnight,0,219.18
2,Internet,round_trip,62,5,7,Thu,PENPER,United States,1,1,1,5.62,1,early,3,morning,0,348.44
4,Internet,round_trip,17,5,8,Tue,PENPER,Malaysia,1,1,1,5.62,0,medium,3,morning,0,95.54
7,Mobile,round_trip,334,5,4,Mon,PENPER,Malaysia,1,0,0,5.62,0,early,1,midnight,0,1877.08
2,Mobile,round_trip,2,5,8,Sun,PENPER,Australia,1,0,1,5.62,0,late,2,morning,0,11.24
1,Internet,round_trip,6,5,7,Fri,PENPER,Australia,0,0,1,5.62,0,late,1,morning,0,33.72
4,Mobile,round_trip,78,5,23,Tue,PENPER,Australia,1,1,0,5.62,0,early,2,evening,0,438.36
1,Internet,round_trip,39,5,2,Sun,PENPER,Australia,1,0,1,5.62,0,early,2,midnight,0,219.18
4,Internet,round_trip,17,5,13,Tue,PENPER,Malaysia,1,1,1,5.62,0,medium,3,afternoon,0,95.54
1,Internet,round_trip,187,5,6,Tue,PENPER,Malaysia,1,0,0,5.62,0,early,1,morning,0,1050.94
1,Internet,round_trip,21,5,19,Fri,PENPER,Malaysia,1,0,0,5.62,0,medium,1,evening,0,118.02
2,Internet,round_trip,4,5,5,Sat,PENPER,Malaysia,0,0,0,5.62,0,late,0,morning,0,22.48
1,Internet,round_trip,93,5,2,Thu,PENPER,Malaysia,1,1,1,5.62,0,early,3,midnight,0,522.66
3,Internet,round_trip,67,5,6,Sun,PENPER,Malaysia,1,0,0,5.62,1,early,1,morning,0,376.54
1,Internet,round_trip,70,5,5,Fri,PENPER,Indonesia,0,0,1,5.62,0,early,1,morning,0,393.40000000000003
3,Mobile,round_trip,61,5,14,Mon,PENPER,Malaysia,1,1,1,5.62,0,early,3,afternoon,0,342.82
1,Mobile,round_trip,91,5,15,Wed,PENPER,Australia,1,1,1,5.62,0,early,3,afternoon,0,511.42
1,Internet,round_trip,21,5,9,Sat,PENPER,Australia,1,0,0,5.62,0,medium,1,morning,0,118.02
2,Internet,round_trip,73,5,22,Tue,PENPER,Australia,1,0,0,5.62,0,early,1,evening,0,410.26
2,Internet,round_trip,213,5,18,Sun,PENPER,Malaysia,1,0,1,5.62,1,early,2,evening,0,1197.06
1,Internet,round_trip,46,5,13,Wed,PENPER,Malaysia,1,1,0,5.62,0,early,2,afternoon,0,258.52
1,Internet,round_trip,7,5,9,Mon,PENPER,Malaysia,1,0,0,5.62,0,medium,1,morning,0,39.34
4,Internet,round_trip,49,5,7,Sun,PENPER,Malaysia,1,0,0,5.62,0,early,1,morning,0,275.38
2,Internet,round_trip,26,5,11,Wed,PENPER,Malaysia,1,0,0,5.62,0,medium,1,morning,0,146.12
1,Internet,round_trip,2,5,16,Mon,PENPER,Malaysia,0,0,0,5.62,0,late,0,afternoon,0,11.24
1,Internet,round_trip,315,5,15,Wed,PENPER,Malaysia,1,0,1,5.62,0,early,2,afternoon,0,1770.3
2,Internet,round_trip,173,5,7,Thu,PENPER,Australia,0,0,0,5.62,0,early,0,morning,0,972.26
1,Internet,round_trip,125,5,13,Wed,PENPER,Australia,1,0,1,5.62,0,early,2,afternoon,0,702.5
1,Mobile,round_trip,78,5,11,Mon,PENPER,Australia,1,1,0,5.62,0,early,2,morning,0,438.36
4,Internet,round_trip,29,5,1,Thu,PENPUS,South Korea,1,1,0,6.33,0,medium,2,midnight,0,183.57
6,Internet,round_trip,32,5,2,Wed,PENPUS,Malaysia,1,1,1,6.33,1,early,3,midnight,0,202.56
4,Internet,round_trip,13,5,9,Mon,PENPUS,Malaysia,1,1,0,6.33,1,medium,2,morning,0,82.29
1,Internet,round_trip,4,5,2,Wed,PENPUS,Malaysia,1,0,0,6.33,0,late,1,midnight,0,25.32
2,Internet,round_trip,131,5,7,Thu,PENPUS,Malaysia,0,0,0,6.33,0,early,0,morning,0,829.23
2,Internet,round_trip,146,5,15,Mon,PENPUS,Malaysia,1,1,1,6.33,0,early,3,afternoon,0,924.1800000000001
1,Internet,round_trip,154,5,14,Sun,PENPUS,Malaysia,1,0,0,6.33,1,early,1,afternoon,0,974.82
4,Internet,round_trip,21,5,10,Thu,PENPUS,South Korea,1,1,1,6.33,1,medium,3,morning,0,132.93
5,Internet,round_trip,13,5,9,Mon,PENPUS,Malaysia,1,1,0,6.33,1,medium,2,morning,0,82.29
3,Internet,round_trip,391,5,10,Mon,PENPUS,Malaysia,1,0,0,6.33,0,early,1,morning,0,2475.03
1,Internet,round_trip,6,5,14,Fri,PENPUS,South Korea,0,0,0,6.33,0,late,0,afternoon,0,37.980000000000004
2,Mobile,round_trip,45,5,12,Tue,PENPVG,United States,0,0,0,5.33,0,early,0,afternoon,0,239.85
1,Internet,round_trip,37,5,10,Mon,PENPVG,Malaysia,1,0,1,5.33,1,early,2,morning,0,197.21
5,Internet,round_trip,184,5,15,Wed,PENPVG,Malaysia,1,0,0,5.33,1,early,1,afternoon,0,980.72
6,Internet,round_trip,93,5,1,Sun,PENPVG,China,0,0,0,5.33,0,early,0,midnight,0,495.69
1,Internet,round_trip,36,5,1,Mon,PENPVG,China,0,0,0,5.33,0,early,0,midnight,0,191.88
2,Mobile,round_trip,250,5,2,Thu,PENPVG,China,1,0,0,5.33,1,early,1,midnight,0,1332.5
4,Internet,round_trip,17,5,16,Thu,PENPVG,Malaysia,1,0,0,5.33,1,medium,1,afternoon,0,90.61
4,Internet,round_trip,153,5,14,Mon,PENPVG,Malaysia,1,0,0,5.33,0,early,1,afternoon,0,815.49
2,Mobile,round_trip,13,5,16,Thu,PENPVG,United States,1,1,1,5.33,0,medium,3,afternoon,0,69.29
2,Mobile,round_trip,10,5,1,Thu,PENPVG,Malaysia,1,0,0,5.33,1,medium,1,midnight,0,53.3
2,Internet,round_trip,36,5,12,Wed,PENPVG,Malaysia,1,0,0,5.33,0,early,1,afternoon,0,191.88
1,Internet,round_trip,11,5,8,Mon,PENPVG,Hong Kong,0,1,0,5.33,0,medium,1,morning,0,58.63
2,Internet,round_trip,6,5,1,Tue,PENPVG,China,1,0,0,5.33,1,late,1,midnight,0,31.98
1,Internet,round_trip,45,5,4,Tue,PENPVG,China,0,0,0,5.33,1,early,0,midnight,0,239.85
1,Mobile,round_trip,52,5,3,Mon,PENPVG,China,0,0,0,5.33,0,early,0,midnight,0,277.16
2,Internet,round_trip,44,5,15,Sat,PENPVG,China,0,0,0,5.33,0,early,0,afternoon,0,234.52
2,Internet,round_trip,26,5,16,Thu,PENPVG,Malaysia,0,0,0,5.33,0,medium,0,afternoon,0,138.58
3,Internet,round_trip,72,5,14,Tue,PENPVG,China,1,0,0,5.33,1,early,1,afternoon,0,383.76
2,Internet,round_trip,17,5,3,Wed,PENPVG,China,1,0,0,5.33,0,medium,1,midnight,0,90.61
1,Internet,round_trip,32,5,23,Wed,PENPVG,United States,0,1,0,5.33,0,early,1,evening,0,170.56
2,Mobile,round_trip,37,5,15,Mon,PENPVG,China,0,0,0,5.33,0,early,0,afternoon,0,197.21
1,Internet,round_trip,6,5,8,Wed,PENPVG,China,1,0,0,5.33,1,late,1,morning,0,31.98
2,Internet,round_trip,0,5,11,Mon,PENPVG,China,0,0,0,5.33,1,late,0,morning,0,0.0
3,Mobile,round_trip,54,5,3,Sat,PENPVG,China,1,0,0,5.33,1,early,1,midnight,0,287.82
1,Internet,round_trip,1,5,13,Wed,PENPVG,United States,1,1,0,5.33,1,late,2,afternoon,0,5.33
1,Internet,round_trip,94,5,15,Mon,PENPVG,China,0,0,0,5.33,0,early,0,afternoon,0,501.02
3,Internet,round_trip,13,5,2,Tue,PENPVG,Malaysia,1,0,0,5.33,1,medium,1,midnight,0,69.29
1,Internet,round_trip,40,5,13,Fri,PENPVG,China,1,0,0,5.33,0,early,1,afternoon,0,213.2
1,Mobile,round_trip,52,5,7,Mon,PENPVG,China,0,0,0,5.33,1,early,0,morning,0,277.16
1,Internet,round_trip,22,5,8,Mon,PENPVG,Malaysia,0,0,0,5.33,1,medium,0,morning,0,117.26
3,Mobile,round_trip,54,5,3,Sat,PENPVG,China,1,0,0,5.33,1,early,1,midnight,0,287.82
2,Internet,round_trip,97,5,12,Fri,PENPVG,Malaysia,1,0,0,5.33,1,early,1,afternoon,0,517.01
2,Mobile,round_trip,384,5,13,Thu,PENPVG,China,0,0,0,5.33,0,early,0,afternoon,0,2046.72
1,Internet,round_trip,9,5,16,Sun,PENPVG,China,0,0,0,5.33,0,medium,0,afternoon,0,47.97
3,Mobile,round_trip,54,5,5,Sat,PENPVG,China,0,0,0,5.33,1,early,0,morning,0,287.82
3,Mobile,round_trip,54,5,3,Sat,PENPVG,China,1,0,0,5.33,1,early,1,midnight,0,287.82
1,Internet,round_trip,40,5,1,Fri,PENPVG,Australia,1,1,1,5.33,0,early,3,midnight,0,213.2
3,Internet,round_trip,4,5,4,Tue,PENPVG,China,1,0,0,5.33,1,late,1,midnight,0,21.32
2,Internet,round_trip,35,5,6,Thu,PENPVG,Malaysia,1,0,0,5.33,1,early,1,morning,0,186.55
2,Internet,round_trip,49,5,7,Wed,PENPVG,France,0,0,1,5.33,0,early,1,morning,0,261.17
2,Internet,round_trip,85,5,1,Tue,PENPVG,China,0,0,1,5.33,1,early,1,midnight,0,453.05
4,Internet,round_trip,36,5,2,Sat,PENPVG,China,0,0,0,5.33,1,early,0,midnight,0,191.88
1,Internet,round_trip,35,5,3,Wed,PENPVG,China,1,0,0,5.33,0,early,1,midnight,0,186.55
5,Internet,round_trip,66,5,11,Tue,PENPVG,China,0,0,0,5.33,0,early,0,morning,0,351.78000000000003
1,Mobile,round_trip,12,5,5,Sat,PENPVG,China,0,1,0,5.33,0,medium,1,morning,0,63.96
1,Internet,round_trip,45,5,2,Sat,PENPVG,China,1,1,1,5.33,0,early,3,midnight,0,239.85
1,Internet,round_trip,26,5,8,Tue,PENPVG,Japan,0,0,0,5.33,0,medium,0,morning,0,138.58
1,Internet,round_trip,45,5,1,Sat,PENPVG,China,1,1,1,5.33,0,early,3,midnight,0,239.85
1,Internet,round_trip,110,5,23,Sat,PENPVG,Malaysia,0,0,0,5.33,1,early,0,evening,0,586.3
1,Mobile,round_trip,52,5,9,Mon,PENPVG,China,0,0,0,5.33,0,early,0,morning,0,277.16
1,Mobile,round_trip,66,5,14,Tue,PENPVG,China,0,0,0,5.33,1,early,0,afternoon,0,351.78000000000003
3,Internet,round_trip,213,5,7,Tue,PENPVG,Malaysia,0,0,0,5.33,0,early,0,morning,0,1135.29
1,Internet,round_trip,10,5,10,Wed,PENSYD,Malaysia,1,0,0,8.58,1,medium,1,morning,1,85.8
1,Internet,round_trip,215,5,6,Sat,PENSYD,Australia,0,0,0,8.58,0,early,0,morning,1,1844.7
1,Internet,round_trip,55,5,7,Fri,PENSYD,Australia,1,0,0,8.58,0,early,1,morning,1,471.9
1,Internet,round_trip,12,5,1,Wed,PENSYD,Malaysia,1,0,1,8.58,0,medium,2,midnight,1,102.96000000000001
4,Internet,round_trip,49,5,10,Thu,PENSYD,Malaysia,1,0,0,8.58,0,early,1,morning,1,420.42
2,Internet,round_trip,7,5,13,Wed,PENSYD,Malaysia,1,1,1,8.58,1,medium,3,afternoon,1,60.06
1,Internet,round_trip,17,5,3,Wed,PENSYD,Malaysia,1,0,0,8.58,1,medium,1,midnight,1,145.86
1,Internet,round_trip,10,5,15,Wed,PENSYD,Australia,0,0,0,8.58,0,medium,0,afternoon,1,85.8
1,Internet,round_trip,11,5,8,Fri,PENSYD,Malaysia,0,0,0,8.58,0,medium,0,morning,1,94.38
2,Mobile,round_trip,23,5,10,Thu,PENSYD,Malaysia,1,1,1,8.58,0,medium,3,morning,1,197.34
1,Internet,round_trip,9,5,9,Wed,PENSYD,Australia,0,0,0,8.58,0,medium,0,morning,1,77.22
1,Internet,round_trip,72,5,8,Wed,PENSYD,Malaysia,0,0,1,8.58,0,early,1,morning,1,617.76
1,Internet,round_trip,54,5,6,Mon,PENSYD,Malaysia,1,0,0,8.58,1,early,1,morning,1,463.32
3,Internet,round_trip,48,5,8,Fri,PENSYD,Australia,1,0,0,8.58,0,early,1,morning,1,411.84000000000003
1,Internet,round_trip,0,5,1,Wed,PENSYD,Malaysia,0,0,0,8.58,0,late,0,midnight,1,0.0
1,Internet,round_trip,176,5,5,Mon,PENSYD,Malaysia,0,0,0,8.58,0,early,0,morning,1,1510.08
1,Internet,round_trip,31,5,13,Sun,PENSYD,Australia,0,0,0,8.58,0,early,0,afternoon,1,265.98
2,Internet,round_trip,189,5,10,Sat,PENSYD,Malaysia,1,1,1,8.58,1,early,3,morning,1,1621.6200000000001
2,Internet,round_trip,22,5,11,Thu,PENSYD,Malaysia,1,1,1,8.58,1,medium,3,morning,1,188.76
3,Internet,round_trip,88,5,8,Sat,PENSYD,Malaysia,1,0,0,8.58,0,early,1,morning,1,755.04
1,Internet,round_trip,22,5,8,Fri,PENSYD,Malaysia,1,0,0,8.58,1,medium,1,morning,1,188.76
4,Internet,round_trip,21,5,7,Fri,PENSYD,Malaysia,1,1,0,8.58,0,medium,2,morning,1,180.18
2,Internet,round_trip,43,5,17,Tue,PENSYD,Malaysia,1,1,1,8.58,0,early,3,afternoon,1,368.94
2,Mobile,round_trip,91,5,8,Fri,PENSYD,Australia,0,0,1,8.58,0,early,1,morning,1,780.78
4,Internet,round_trip,274,5,16,Sun,PENSYD,Malaysia,1,0,1,8.58,0,early,2,afternoon,1,2350.92
1,Internet,round_trip,13,5,11,Tue,PENSYD,Australia,0,0,1,8.58,0,medium,1,morning,1,111.54
1,Internet,round_trip,23,5,4,Fri,PENSYD,Germany,1,0,0,8.58,0,medium,1,midnight,1,197.34
1,Internet,round_trip,11,5,10,Tue,PENSYD,Malaysia,1,0,0,8.58,0,medium,1,morning,1,94.38
9,Internet,round_trip,10,5,6,Fri,PENSYD,Malaysia,0,0,0,8.58,1,medium,0,morning,1,85.8
1,Internet,round_trip,202,5,8,Tue,PENSYD,Australia,0,1,0,8.58,0,early,1,morning,1,1733.16
2,Internet,round_trip,19,5,12,Mon,PENSYD,Australia,1,1,1,8.58,1,medium,3,afternoon,1,163.02
2,Internet,round_trip,219,5,1,Mon,PENSYD,Australia,1,1,1,8.58,0,early,3,midnight,1,1879.02
1,Internet,round_trip,16,5,17,Wed,PENSYD,Malaysia,1,1,0,8.58,1,medium,2,afternoon,1,137.28
2,Internet,round_trip,199,5,7,Mon,PENSYD,Australia,0,0,1,8.58,0,early,1,morning,1,1707.42
1,Internet,round_trip,9,5,11,Tue,PENTPE,Taiwan,0,0,0,4.67,0,medium,0,morning,0,42.03
6,Mobile,round_trip,279,5,7,Wed,PENTPE,Malaysia,1,0,1,4.67,0,early,2,morning,0,1302.93
3,Internet,round_trip,359,5,5,Mon,PENTPE,Malaysia,1,0,0,4.67,1,early,1,morning,0,1676.53
1,Internet,round_trip,289,5,1,Mon,PENTPE,Malaysia,0,0,1,4.67,1,early,1,midnight,0,1349.6299999999999
2,Internet,round_trip,15,5,1,Wed,PENTPE,Malaysia,1,0,1,4.67,1,medium,2,midnight,0,70.05
1,Internet,round_trip,406,5,7,Wed,PENTPE,Malaysia,0,1,0,4.67,0,early,1,morning,0,1896.02
1,Internet,round_trip,33,5,16,Sun,PENTPE,Malaysia,0,0,0,4.67,0,early,0,afternoon,0,154.10999999999999
3,Internet,round_trip,16,5,7,Tue,PENTPE,Malaysia,1,0,0,4.67,0,medium,1,morning,0,74.72
2,Internet,round_trip,55,5,18,Wed,PENTPE,Taiwan,1,0,1,4.67,1,early,2,evening,0,256.85
1,Internet,round_trip,289,5,2,Fri,PENTPE,Malaysia,0,0,0,4.67,0,early,0,midnight,0,1349.6299999999999
2,Internet,round_trip,29,5,3,Fri,PENTPE,Malaysia,1,1,1,4.67,0,medium,3,midnight,0,135.43
3,Internet,round_trip,15,5,14,Sun,PENTPE,Malaysia,1,1,0,4.67,1,medium,2,afternoon,0,70.05
2,Mobile,round_trip,37,5,4,Sun,PENTPE,Singapore,1,1,1,4.67,1,early,3,midnight,0,172.79
2,Internet,round_trip,9,5,14,Sun,PENTPE,Malaysia,1,1,1,4.67,0,medium,3,afternoon,0,42.03
3,Internet,round_trip,339,5,4,Mon,PENTPE,Singapore,0,0,1,4.67,1,early,1,midnight,0,1583.1299999999999
2,Internet,round_trip,168,5,6,Wed,PENTPE,Malaysia,1,0,0,4.67,0,early,1,morning,0,784.56
2,Internet,round_trip,135,5,11,Thu,PENTPE,Malaysia,1,0,0,4.67,1,early,1,morning,0,630.45
4,Internet,round_trip,139,5,12,Sun,PENTPE,Malaysia,1,0,0,4.67,1,early,1,afternoon,0,649.13
4,Internet,round_trip,187,5,11,Fri,PENTPE,New Zealand,1,0,0,4.67,0,early,1,morning,0,873.29
3,Internet,round_trip,7,5,6,Mon,PENTPE,Malaysia,1,0,0,4.67,0,medium,1,morning,0,32.69
2,Internet,round_trip,51,5,21,Sat,PENTPE,Malaysia,1,0,0,4.67,1,early,1,evening,0,238.17
1,Mobile,round_trip,23,5,8,Wed,PENTPE,Malaysia,1,1,1,4.67,1,medium,3,morning,0,107.41
2,Internet,round_trip,8,5,13,Wed,PENTPE,Malaysia,1,0,0,4.67,0,medium,1,afternoon,0,37.36
1,Mobile,round_trip,159,5,9,Mon,PENTPE,Malaysia,0,0,0,4.67,0,early,0,morning,0,742.53
2,Internet,round_trip,10,5,9,Sat,PENTPE,Malaysia,1,0,0,4.67,1,medium,1,morning,0,46.7
1,Mobile,round_trip,2,5,0,Fri,PENTPE,Malaysia,0,0,1,4.67,0,late,1,midnight,0,9.34
1,Internet,round_trip,8,5,3,Sat,PENTPE,Malaysia,1,1,1,4.67,1,medium,3,midnight,0,37.36
1,Internet,round_trip,5,5,13,Mon,PENTPE,Taiwan,1,0,1,4.67,1,late,2,afternoon,0,23.35
2,Internet,round_trip,170,5,1,Tue,PENTPE,Malaysia,0,0,0,4.67,0,early,0,midnight,0,793.9
2,Internet,round_trip,15,5,12,Mon,PENTPE,Malaysia,1,0,0,4.67,0,medium,1,afternoon,0,70.05
1,Internet,round_trip,137,5,16,Sat,PENTPE,Malaysia,1,1,1,4.67,0,early,3,afternoon,0,639.79
1,Internet,round_trip,140,5,11,Fri,PENTPE,Malaysia,1,0,0,4.67,0,early,1,morning,0,653.8
2,Internet,round_trip,191,5,8,Thu,PENTPE,Malaysia,1,0,1,4.67,1,early,2,morning,0,891.97
3,Internet,round_trip,275,5,15,Wed,PENTPE,Taiwan,1,0,0,4.67,0,early,1,afternoon,0,1284.25
2,Internet,round_trip,21,5,7,Tue,PENTPE,Taiwan,1,0,1,4.67,0,medium,2,morning,0,98.07
2,Internet,round_trip,75,5,4,Sun,PENTPE,Malaysia,1,0,0,4.67,1,early,1,midnight,0,350.25
3,Internet,round_trip,66,5,11,Sat,PENTPE,Taiwan,1,0,0,4.67,0,early,1,morning,0,308.21999999999997
2,Internet,round_trip,117,5,14,Thu,PENTPE,Malaysia,1,0,0,4.67,0,early,1,afternoon,0,546.39
1,Internet,round_trip,5,5,3,Tue,PENTPE,Malaysia,1,1,1,4.67,1,late,3,midnight,0,23.35
1,Internet,round_trip,4,5,1,Fri,PENTPE,Malaysia,1,0,0,4.67,1,late,1,midnight,0,18.68
5,Internet,round_trip,105,5,8,Thu,PENTPE,Malaysia,1,0,0,4.67,0,early,1,morning,0,490.34999999999997
4,Internet,round_trip,20,5,9,Fri,PENTPE,Malaysia,1,1,0,4.67,0,medium,2,morning,0,93.4
2,Internet,round_trip,11,5,5,Sat,PENTPE,Malaysia,1,0,0,4.67,0,medium,1,morning,0,51.37
1,Internet,round_trip,9,5,15,Thu,PENTPE,Malaysia,1,0,0,4.67,1,medium,1,afternoon,0,42.03
2,Internet,round_trip,221,5,11,Tue,PENTPE,Malaysia,1,0,0,4.67,0,early,1,morning,0,1032.07
1,Internet,round_trip,25,5,14,Wed,PENTPE,Taiwan,0,0,1,4.67,0,medium,1,afternoon,0,116.75
1,Internet,round_trip,8,5,4,Sat,PENTPE,Malaysia,0,0,1,4.67,0,medium,1,midnight,0,37.36
1,Internet,round_trip,6,5,7,Wed,PENTPE,Malaysia,0,0,0,4.67,0,late,0,morning,0,28.02
2,Internet,round_trip,13,5,11,Fri,PENTPE,Malaysia,1,0,0,4.67,0,medium,1,morning,0,60.71
1,Internet,round_trip,46,5,6,Thu,PENTPE,Malaysia,1,1,1,4.67,0,early,3,morning,0,214.82
1,Internet,round_trip,20,5,9,Wed,PENTPE,Malaysia,1,1,0,4.67,1,medium,2,morning,0,93.4
2,Mobile,round_trip,2,5,11,Mon,PENTPE,Malaysia,1,0,1,4.67,0,late,2,morning,0,9.34
1,Internet,round_trip,33,5,15,Wed,PENTPE,Malaysia,1,1,0,4.67,1,early,2,afternoon,0,154.10999999999999
2,Internet,round_trip,13,5,15,Mon,PENTPE,Malaysia,1,1,1,4.67,1,medium,3,afternoon,0,60.71
1,Internet,round_trip,28,5,6,Wed,PENTPE,Taiwan,1,0,0,4.67,0,medium,1,morning,0,130.76
1,Internet,round_trip,120,5,21,Tue,PENTPE,Malaysia,1,0,0,4.67,1,early,1,evening,0,560.4
3,Internet,round_trip,33,5,13,Sat,PENTPE,Taiwan,1,1,1,4.67,1,early,3,afternoon,0,154.10999999999999
2,Internet,round_trip,330,5,4,Sun,PENTPE,Malaysia,0,1,0,4.67,0,early,1,midnight,0,1541.1
1,Mobile,round_trip,24,5,7,Mon,PENTPE,Malaysia,1,1,1,4.67,1,medium,3,morning,0,112.08
4,Internet,round_trip,20,5,15,Fri,PENTPE,Malaysia,1,0,0,4.67,1,medium,1,afternoon,0,93.4
1,Mobile,round_trip,75,5,15,Wed,PENTPE,Malaysia,1,1,1,4.67,1,early,3,afternoon,0,350.25
1,Mobile,round_trip,9,5,16,Tue,PENTPE,Macau,0,0,0,4.67,0,medium,0,afternoon,0,42.03
1,Internet,round_trip,17,5,11,Tue,PENTPE,Malaysia,1,0,1,4.67,0,medium,2,morning,0,79.39
2,Mobile,round_trip,9,5,17,Thu,PENTPE,Malaysia,1,1,0,4.67,0,medium,2,afternoon,0,42.03
3,Internet,round_trip,19,5,11,Mon,PENTPE,Malaysia,1,0,0,4.67,0,medium,1,morning,0,88.73
2,Mobile,round_trip,299,5,14,Mon,PENTPE,Malaysia,0,0,0,4.67,0,early,0,afternoon,0,1396.33
1,Internet,round_trip,90,5,9,Wed,PENTPE,Malaysia,0,0,0,4.67,0,early,0,morning,0,420.3
1,Internet,round_trip,45,5,16,Wed,PENTPE,Malaysia,0,0,0,4.67,1,early,0,afternoon,0,210.15
3,Internet,round_trip,23,5,9,Tue,PENTPE,Malaysia,1,1,1,4.67,1,medium,3,morning,0,107.41
1,Internet,round_trip,59,5,4,Sun,PENTPE,Taiwan,0,0,0,4.67,0,early,0,midnight,0,275.53
1,Internet,round_trip,3,5,2,Wed,PENTPE,Hong Kong,0,0,0,4.67,1,late,0,midnight,0,14.01
4,Internet,round_trip,234,5,13,Thu,PENTPE,Malaysia,1,0,1,4.67,0,early,2,afternoon,0,1092.78
9,Internet,round_trip,20,5,14,Fri,PENTPE,Malaysia,1,0,0,4.67,1,medium,1,afternoon,0,93.4
1,Internet,round_trip,115,5,8,Tue,PENTPE,Australia,1,0,0,4.67,1,early,1,morning,0,537.05
3,Internet,round_trip,54,5,5,Fri,PENTPE,Italy,1,0,1,4.67,0,early,2,morning,0,252.18
1,Internet,round_trip,7,5,11,Fri,PENTPE,Taiwan,1,0,1,4.67,1,medium,2,morning,0,32.69
2,Internet,round_trip,39,5,7,Fri,PENTPE,Australia,1,1,0,4.67,1,early,2,morning,0,182.13
2,Internet,round_trip,191,5,8,Thu,PENTPE,Malaysia,1,0,1,4.67,1,early,2,morning,0,891.97
5,Internet,round_trip,82,5,15,Tue,PENTPE,Malaysia,1,1,1,4.67,1,early,3,afternoon,0,382.94
1,Internet,round_trip,28,5,11,Sun,PENTPE,Taiwan,0,0,0,4.67,0,medium,0,morning,0,130.76
5,Mobile,round_trip,171,5,11,Sat,PENTPE,Malaysia,1,1,0,4.67,1,early,2,morning,0,798.5699999999999
1,Internet,round_trip,19,5,3,Tue,PENTPE,Malaysia,1,0,0,4.67,1,medium,1,midnight,0,88.73
2,Internet,round_trip,25,5,12,Tue,PENTPE,Taiwan,1,0,0,4.67,1,medium,1,afternoon,0,116.75
1,Internet,round_trip,2,5,17,Fri,PENTPE,Malaysia,0,1,0,4.67,1,late,1,afternoon,0,9.34
1,Internet,round_trip,153,5,9,Sat,PENTPE,Taiwan,1,0,1,4.67,0,early,2,morning,0,714.51
1,Internet,round_trip,23,5,15,Mon,PENTPE,Malaysia,1,1,1,4.67,0,medium,3,afternoon,0,107.41
1,Internet,round_trip,19,5,15,Sun,PENTPE,Singapore,0,0,0,4.67,1,medium,0,afternoon,0,88.73
1,Internet,round_trip,8,5,6,Sat,PENTPE,Taiwan,1,0,0,4.67,1,medium,1,morning,0,37.36
4,Internet,round_trip,64,5,5,Thu,PENTPE,Malaysia,1,0,1,4.67,1,early,2,morning,0,298.88
1,Internet,round_trip,13,5,0,Thu,PENTPE,Taiwan,0,0,0,4.67,1,medium,0,midnight,0,60.71
4,Internet,round_trip,185,5,14,Sun,PENTPE,Taiwan,1,0,0,4.67,0,early,1,afternoon,0,863.9499999999999
1,Internet,round_trip,48,5,4,Thu,PENTPE,Malaysia,1,0,0,4.67,1,early,1,midnight,0,224.16
1,Internet,round_trip,1,5,3,Sat,PENTPE,Malaysia,1,1,1,4.67,1,late,3,midnight,0,4.67
2,Internet,round_trip,70,5,18,Sat,PENTPE,Malaysia,1,0,0,4.67,0,early,1,evening,0,326.9
1,Internet,round_trip,150,5,4,Thu,PENTPE,United States,0,0,0,4.67,0,early,0,midnight,0,700.5
1,Internet,round_trip,64,5,14,Wed,PENTPE,Malaysia,0,0,1,4.67,0,early,1,afternoon,0,298.88
6,Internet,round_trip,41,5,13,Mon,PENTPE,Malaysia,1,1,1,4.67,0,early,3,afternoon,0,191.47
1,Internet,round_trip,100,5,13,Tue,PENTPE,Malaysia,0,0,0,4.67,0,early,0,afternoon,0,467.0
1,Internet,round_trip,13,5,12,Wed,PENTPE,Taiwan,0,0,0,4.67,0,medium,0,afternoon,0,60.71
3,Internet,round_trip,185,5,15,Sun,PENTPE,Malaysia,1,0,0,4.67,1,early,1,afternoon,0,863.9499999999999
2,Internet,round_trip,54,5,3,Wed,PENTPE,Malaysia,1,0,0,4.67,1,early,1,midnight,0,252.18
4,Internet,round_trip,264,5,15,Fri,PENTPE,Malaysia,0,0,0,4.67,0,early,0,afternoon,0,1232.8799999999999
2,Internet,round_trip,46,5,6,Thu,PENTPE,Malaysia,0,0,1,4.67,0,early,1,morning,0,214.82
